Matrix of values from data file Cathode_N_PML_450A_mmNew.POU
  ZMin:   6.0000E+01    RMin:   0.0000E+00
  ZMax:   9.0000E+01    RMax:   1.0000E+00
  NZ: 500    NR: 500
Z                 R             |B|          Bz         Br
=============================================================================
  7.3620E+01  0.0000E+00     1.2681E-02  1.2681E-02  9.5877E-07
  7.3680E+01  0.0000E+00     1.3231E-02  1.3231E-02 -5.2597E-07
  7.3740E+01  0.0000E+00     1.3805E-02  1.3805E-02  5.0129E-07
  7.3800E+01  0.0000E+00     1.4397E-02  1.4397E-02 -1.0900E-06
  7.3860E+01  0.0000E+00     1.5029E-02  1.5029E-02 -3.3278E-08
  7.3920E+01  0.0000E+00     1.5677E-02  1.5677E-02  1.1774E-06
  7.3980E+01  0.0000E+00     1.6362E-02  1.6362E-02 -6.4120E-07
  7.4040E+01  0.0000E+00     1.7076E-02  1.7076E-02  6.0736E-07
  7.4100E+01  0.0000E+00     1.7813E-02  1.7813E-02 -1.3338E-06
  7.4160E+01  0.0000E+00     1.8598E-02  1.8598E-02 -3.5352E-08
  7.4220E+01  0.0000E+00     1.9401E-02  1.9401E-02  1.4220E-06
  7.4280E+01  0.0000E+00     2.0250E-02  2.0250E-02 -7.6786E-07
  7.4340E+01  0.0000E+00     2.1133E-02  2.1133E-02  7.3139E-07
  7.4400E+01  0.0000E+00     2.2044E-02  2.2044E-02 -1.5822E-06
  7.4460E+01  0.0000E+00     2.3011E-02  2.3011E-02 -3.6736E-08
  7.4520E+01  0.0000E+00     2.4001E-02  2.4001E-02  1.6644E-06
  7.4580E+01  0.0000E+00     2.5044E-02  2.5044E-02 -8.9736E-07
  7.4640E+01  0.0000E+00     2.6127E-02  2.6127E-02  8.5449E-07
  7.4700E+01  0.0000E+00     2.7242E-02  2.7242E-02 -1.8289E-06
  7.4760E+01  0.0000E+00     2.8422E-02  2.8422E-02 -4.0467E-08
  7.4820E+01  0.0000E+00     2.9628E-02  2.9628E-02  1.9006E-06
  7.4880E+01  0.0000E+00     3.0895E-02  3.0895E-02 -9.9438E-07
  7.4940E+01  0.0000E+00     3.2205E-02  3.2205E-02  9.6151E-07
  7.5000E+01  0.0000E+00     3.3552E-02  3.3552E-02 -2.0158E-06
  7.5060E+01  0.0000E+00     3.4970E-02  3.4970E-02 -2.8059E-08
  7.5120E+01  0.0000E+00     3.6416E-02  3.6416E-02  2.0312E-06
  7.5180E+01  0.0000E+00     3.7929E-02  3.7929E-02 -1.0563E-06
  7.5240E+01  0.0000E+00     3.9486E-02  3.9486E-02  1.0294E-06
  7.5300E+01  0.0000E+00     4.1084E-02  4.1084E-02 -2.0750E-06
  7.5360E+01  0.0000E+00     4.2753E-02  4.2753E-02 -5.0319E-10
  7.5420E+01  0.0000E+00     4.4448E-02  4.4448E-02  2.0386E-06
  7.5480E+01  0.0000E+00     4.6216E-02  4.6216E-02 -1.0114E-06
  7.5540E+01  0.0000E+00     4.8021E-02  4.8021E-02  1.0014E-06
  7.5600E+01  0.0000E+00     4.9871E-02  4.9871E-02 -1.9403E-06
  7.5660E+01  0.0000E+00     5.1782E-02  5.1782E-02  3.7404E-08
  7.5720E+01  0.0000E+00     5.3717E-02  5.3717E-02  1.7896E-06
  7.5780E+01  0.0000E+00     5.5719E-02  5.5719E-02 -8.3213E-07
  7.5840E+01  0.0000E+00     5.7749E-02  5.7749E-02  8.5834E-07
  7.5900E+01  0.0000E+00     5.9820E-02  5.9820E-02 -1.4935E-06
  7.5960E+01  0.0000E+00     6.1932E-02  6.1932E-02  9.0380E-08
  7.6020E+01  0.0000E+00     6.4060E-02  6.4060E-02  1.2235E-06
  7.6080E+01  0.0000E+00     6.6243E-02  6.6243E-02 -4.5068E-07
  7.6140E+01  0.0000E+00     6.8432E-02  6.8432E-02  5.3906E-07
  7.6200E+01  0.0000E+00     7.0654E-02  7.0654E-02 -6.9348E-07
  7.6260E+01  0.0000E+00     7.2885E-02  7.2885E-02  1.5617E-07
  7.6320E+01  0.0000E+00     7.5120E-02  7.5120E-02  2.6693E-07
  7.6380E+01  0.0000E+00     7.7381E-02  7.7381E-02  1.1785E-07
  7.6440E+01  0.0000E+00     7.9623E-02  7.9623E-02  2.8619E-08
  7.6500E+01  0.0000E+00     8.1880E-02  8.1880E-02  4.8251E-07
  7.6560E+01  0.0000E+00     8.4100E-02  8.4100E-02  2.1247E-07
  7.6620E+01  0.0000E+00     8.6308E-02  8.6308E-02 -1.0222E-06
  7.6680E+01  0.0000E+00     8.8502E-02  8.8502E-02  8.5476E-07
  7.6740E+01  0.0000E+00     9.0643E-02  9.0643E-02 -6.4259E-07
  7.6800E+01  0.0000E+00     9.2776E-02  9.2776E-02  1.9915E-06
  7.6860E+01  0.0000E+00     9.4817E-02  9.4817E-02  2.4072E-07
  7.6920E+01  0.0000E+00     9.6827E-02  9.6827E-02 -2.5453E-06
  7.6980E+01  0.0000E+00     9.8772E-02  9.8772E-02  1.6722E-06
  7.7040E+01  0.0000E+00     1.0063E-01  1.0063E-01 -1.4019E-06
  7.7100E+01  0.0000E+00     1.0245E-01  1.0245E-01  3.5879E-06
  7.7160E+01  0.0000E+00     1.0413E-01  1.0413E-01  2.5727E-07
  7.7220E+01  0.0000E+00     1.0575E-01  1.0575E-01 -4.0581E-06
  7.7280E+01  0.0000E+00     1.0726E-01  1.0726E-01  2.3990E-06
  7.7340E+01  0.0000E+00     1.0865E-01  1.0865E-01 -2.1358E-06
  7.7400E+01  0.0000E+00     1.0997E-01  1.0997E-01  4.9854E-06
  7.7460E+01  0.0000E+00     1.1111E-01  1.1111E-01  2.2516E-07
  7.7520E+01  0.0000E+00     1.1217E-01  1.1217E-01 -5.2632E-06
  7.7580E+01  0.0000E+00     1.1307E-01  1.1307E-01  2.9233E-06
  7.7640E+01  0.0000E+00     1.1385E-01  1.1385E-01 -2.6790E-06
  7.7700E+01  0.0000E+00     1.1452E-01  1.1452E-01  5.8971E-06
  7.7760E+01  0.0000E+00     1.1498E-01  1.1498E-01  1.4711E-07
  7.7820E+01  0.0000E+00     1.1537E-01  1.1537E-01 -5.8880E-06
  7.7880E+01  0.0000E+00     1.1556E-01  1.1556E-01  3.1160E-06
  7.7940E+01  0.0000E+00     1.1562E-01  1.1562E-01 -2.9305E-06
  7.8000E+01  0.0000E+00     1.1556E-01  1.1556E-01  6.1079E-06
  7.8060E+01  0.0000E+00     1.1530E-01  1.1530E-01  4.5428E-08
  7.8120E+01  0.0000E+00     1.1496E-01  1.1496E-01 -5.8135E-06
  7.8180E+01  0.0000E+00     1.1442E-01  1.1442E-01  2.9259E-06
  7.8240E+01  0.0000E+00     1.1376E-01  1.1376E-01 -2.8222E-06
  7.8300E+01  0.0000E+00     1.1298E-01  1.1298E-01  5.5842E-06
  7.8360E+01  0.0000E+00     1.1203E-01  1.1203E-01 -5.2184E-08
  7.8420E+01  0.0000E+00     1.1100E-01  1.1100E-01 -5.0423E-06
  7.8480E+01  0.0000E+00     1.0979E-01  1.0979E-01  2.3943E-06
  7.8540E+01  0.0000E+00     1.0849E-01  1.0849E-01 -2.3767E-06
  7.8600E+01  0.0000E+00     1.0708E-01  1.0708E-01  4.4465E-06
  7.8660E+01  0.0000E+00     1.0554E-01  1.0554E-01 -1.3256E-07
  7.8720E+01  0.0000E+00     1.0395E-01  1.0395E-01 -3.7594E-06
  7.8780E+01  0.0000E+00     1.0221E-01  1.0221E-01  1.6497E-06
  7.8840E+01  0.0000E+00     1.0041E-01  1.0041E-01 -1.7107E-06
  7.8900E+01  0.0000E+00     9.8532E-02  9.8532E-02  2.9232E-06
  7.8960E+01  0.0000E+00     9.6576E-02  9.6576E-02 -1.7809E-07
  7.9020E+01  0.0000E+00     9.4585E-02  9.4585E-02 -2.2269E-06
  7.9080E+01  0.0000E+00     9.2493E-02  9.2493E-02  8.3165E-07
