Matrix of values from data file Adj_mmNew_275A.POU
  ZMin:   3.5000E+02    RMin:   0.0000E+00
  ZMax:   3.9000E+02    RMax:   1.0000E+00
  NZ: 500    NR: 500
Z                 R             |B|         Bz         Br
=============================================================================
  3.7600E+02  0.0000E+00     5.0783E-03  5.0783E-03  6.1734E-08
  3.7608E+02  0.0000E+00     4.9503E-03  4.9503E-03 -8.7312E-08
  3.7616E+02  0.0000E+00     4.8261E-03  4.8261E-03 -3.0334E-08
  3.7624E+02  0.0000E+00     4.7046E-03  4.7046E-03  2.3439E-08
  3.7632E+02  0.0000E+00     4.5858E-03  4.5858E-03  7.4166E-08
  3.7640E+02  0.0000E+00     4.4705E-03  4.4705E-03 -6.3134E-08
  3.7648E+02  0.0000E+00     4.3583E-03  4.3583E-03 -1.1353E-08
  3.7656E+02  0.0000E+00     4.2485E-03  4.2485E-03  3.7735E-08
  3.7664E+02  0.0000E+00     4.1411E-03  4.1411E-03  8.0597E-08
  3.7672E+02  0.0000E+00     4.0374E-03  4.0374E-03 -4.1620E-08
  3.7680E+02  0.0000E+00     3.9361E-03  3.9361E-03  4.6058E-09
  3.7688E+02  0.0000E+00     3.8369E-03  3.8369E-03  4.6803E-08
  3.7696E+02  0.0000E+00     3.7403E-03  3.7403E-03 -6.5332E-08
  3.7704E+02  0.0000E+00     3.6467E-03  3.6467E-03 -2.2546E-08
  3.7712E+02  0.0000E+00     3.5551E-03  3.5551E-03  1.7904E-08
  3.7720E+02  0.0000E+00     3.4655E-03  3.4655E-03  5.4948E-08
  3.7728E+02  0.0000E+00     3.3787E-03  3.3787E-03 -4.7546E-08
  3.7736E+02  0.0000E+00     3.2941E-03  3.2941E-03 -7.2704E-09
  3.7744E+02  0.0000E+00     3.2114E-03  3.2114E-03  2.8370E-08
  3.7752E+02  0.0000E+00     3.1305E-03  3.1305E-03  6.2887E-08
  3.7760E+02  0.0000E+00     3.0525E-03  3.0525E-03 -3.1072E-08
  3.7768E+02  0.0000E+00     2.9762E-03  2.9762E-03  3.9117E-09
  3.7776E+02  0.0000E+00     2.9015E-03  2.9015E-03  3.7462E-08
  3.7784E+02  0.0000E+00     2.8289E-03  2.8289E-03 -5.0095E-08
  3.7792E+02  0.0000E+00     2.7584E-03  2.7584E-03 -1.8341E-08
  3.7800E+02  0.0000E+00     2.6895E-03  2.6895E-03  1.4689E-08
  3.7808E+02  0.0000E+00     2.6222E-03  2.6222E-03  4.1107E-08
  3.7816E+02  0.0000E+00     2.5568E-03  2.5568E-03 -3.5096E-08
  3.7824E+02  0.0000E+00     2.4933E-03  2.4933E-03 -5.0751E-09
  3.7832E+02  0.0000E+00     2.4311E-03  2.4311E-03  2.0913E-08
  3.7840E+02  0.0000E+00     2.3703E-03  2.3703E-03  4.6297E-08
  3.7848E+02  0.0000E+00     2.3116E-03  2.3116E-03 -2.3680E-08
  3.7856E+02  0.0000E+00     2.2542E-03  2.2542E-03  3.7307E-09
  3.7864E+02  0.0000E+00     2.1981E-03  2.1981E-03  2.7391E-08
  3.7872E+02  0.0000E+00     2.1434E-03  2.1434E-03 -3.8301E-08
  3.7880E+02  0.0000E+00     2.0904E-03  2.0904E-03 -1.1951E-08
  3.7888E+02  0.0000E+00     2.0386E-03  2.0386E-03  1.0337E-08
  3.7896E+02  0.0000E+00     1.9879E-03  1.9879E-03  3.2517E-08
  3.7904E+02  0.0000E+00     1.9388E-03  1.9388E-03 -2.6218E-08
  3.7912E+02  0.0000E+00     1.8910E-03  1.8910E-03 -4.3268E-09
  3.7920E+02  0.0000E+00     1.8442E-03  1.8442E-03  1.7148E-08
  3.7928E+02  0.0000E+00     1.7984E-03  1.7984E-03  3.4795E-08
  3.7936E+02  0.0000E+00     1.7543E-03  1.7543E-03 -1.6690E-08
  3.7944E+02  0.0000E+00     1.7112E-03  1.7112E-03  2.6406E-09
  3.7952E+02  0.0000E+00     1.6689E-03  1.6689E-03  2.0400E-08
  3.7960E+02  0.0000E+00     1.6278E-03  1.6278E-03 -2.7869E-08
  3.7968E+02  0.0000E+00     1.5880E-03  1.5880E-03 -9.0346E-09
  3.7976E+02  0.0000E+00     1.5490E-03  1.5490E-03  7.6707E-09
  3.7984E+02  0.0000E+00     1.5109E-03  1.5109E-03  2.4165E-08
  3.7992E+02  0.0000E+00     1.4739E-03  1.4739E-03 -1.9570E-08
  3.8000E+02  0.0000E+00     1.4379E-03  1.4379E-03 -3.0468E-09
  3.8008E+02  0.0000E+00     1.4027E-03  1.4027E-03  1.2278E-08
  3.8016E+02  0.0000E+00     1.3683E-03  1.3683E-03  2.6574E-08
  3.8024E+02  0.0000E+00     1.3351E-03  1.3351E-03 -1.2387E-08
  3.8032E+02  0.0000E+00     1.3026E-03  1.3026E-03  2.0560E-09
  3.8040E+02  0.0000E+00     1.2708E-03  1.2708E-03  1.5353E-08
  3.8048E+02  0.0000E+00     1.2399E-03  1.2399E-03 -2.0555E-08
  3.8056E+02  0.0000E+00     1.2099E-03  1.2099E-03 -7.0050E-09
  3.8064E+02  0.0000E+00     1.1805E-03  1.1805E-03  5.9550E-09
  3.8072E+02  0.0000E+00     1.1518E-03  1.1518E-03  1.8222E-08
  3.8080E+02  0.0000E+00     1.1240E-03  1.1240E-03 -1.4845E-08
  3.8088E+02  0.0000E+00     1.0969E-03  1.0969E-03 -2.1720E-09
  3.8096E+02  0.0000E+00     1.0704E-03  1.0704E-03  9.5084E-09
  3.8104E+02  0.0000E+00     1.0444E-03  1.0444E-03  2.0041E-08
  3.8112E+02  0.0000E+00     1.0194E-03  1.0194E-03 -9.4043E-09
  3.8120E+02  0.0000E+00     9.9494E-04  9.9494E-04  1.3995E-09
  3.8128E+02  0.0000E+00     9.7099E-04  9.7099E-04  1.1999E-08
  3.8136E+02  0.0000E+00     9.4767E-04  9.4767E-04 -1.5353E-08
  3.8144E+02  0.0000E+00     9.2505E-04  9.2505E-04 -5.2559E-09
  3.8152E+02  0.0000E+00     9.0292E-04  9.0292E-04  4.8431E-09
  3.8160E+02  0.0000E+00     8.8127E-04  8.8127E-04  1.3687E-08
  3.8168E+02  0.0000E+00     8.6029E-04  8.6029E-04 -1.0743E-08
  3.8176E+02  0.0000E+00     8.3984E-04  8.3984E-04 -1.4645E-09
  3.8184E+02  0.0000E+00     8.1984E-04  8.1984E-04  6.7812E-09
  3.8192E+02  0.0000E+00     8.0029E-04  8.0029E-04  1.5522E-08
  3.8200E+02  0.0000E+00     7.8142E-04  7.8142E-04 -7.0913E-09
  3.8208E+02  0.0000E+00     7.6294E-04  7.6294E-04  1.0052E-09
  3.8216E+02  0.0000E+00     7.4487E-04  7.4487E-04  9.2168E-09
  3.8224E+02  0.0000E+00     7.2728E-04  7.2728E-04 -1.1505E-08
  3.8232E+02  0.0000E+00     7.1020E-04  7.1020E-04 -3.9143E-09
  3.8240E+02  0.0000E+00     6.9349E-04  6.9349E-04  3.6533E-09
  3.8248E+02  0.0000E+00     6.7715E-04  6.7715E-04  1.0206E-08
  3.8256E+02  0.0000E+00     6.6131E-04  6.6131E-04 -8.2473E-09
  3.8264E+02  0.0000E+00     6.4588E-04  6.4588E-04 -1.3206E-09
  3.8272E+02  0.0000E+00     6.3077E-04  6.3077E-04  5.3976E-09
  3.8280E+02  0.0000E+00     6.1599E-04  6.1599E-04  1.1509E-08
  3.8288E+02  0.0000E+00     6.0173E-04  6.0173E-04 -5.0813E-09
  3.8296E+02  0.0000E+00     5.8776E-04  5.8776E-04  1.1148E-09
  3.8304E+02  0.0000E+00     5.7410E-04  5.7410E-04  6.5363E-09
  3.8312E+02  0.0000E+00     5.6080E-04  5.6080E-04 -8.8032E-09
  3.8320E+02  0.0000E+00     5.4790E-04  5.4790E-04 -2.8623E-09
  3.8328E+02  0.0000E+00     5.3526E-04  5.3526E-04  2.6497E-09
  3.8336E+02  0.0000E+00     5.2291E-04  5.2291E-04  7.9411E-09
  3.8344E+02  0.0000E+00     5.1093E-04  5.1093E-04 -6.1310E-09
  3.8352E+02  0.0000E+00     4.9925E-04  4.9925E-04 -8.0983E-10
  3.8360E+02  0.0000E+00     4.8781E-04  4.8781E-04  4.1287E-09
  3.8368E+02  0.0000E+00     4.7663E-04  4.7663E-04  8.5846E-09
  3.8376E+02  0.0000E+00     4.6584E-04  4.6584E-04 -3.8795E-09
  3.8384E+02  0.0000E+00     4.5526E-04  4.5526E-04  7.8170E-10
  3.8392E+02  0.0000E+00     4.4492E-04  4.4492E-04  5.1125E-09
  3.8400E+02  0.0000E+00     4.3485E-04  4.3485E-04 -6.5173E-09
  3.8408E+02  0.0000E+00     4.2507E-04  4.2507E-04 -2.0750E-09
  3.8416E+02  0.0000E+00     4.1550E-04  4.1550E-04  2.0586E-09
  3.8424E+02  0.0000E+00     4.0614E-04  4.0614E-04  5.8515E-09
  3.8432E+02  0.0000E+00     3.9707E-04  3.9707E-04 -4.6877E-09
  3.8440E+02  0.0000E+00     3.8822E-04  3.8822E-04 -5.1362E-10
  3.8448E+02  0.0000E+00     3.7955E-04  3.7955E-04  3.1101E-09
  3.8456E+02  0.0000E+00     3.7107E-04  3.7107E-04  6.3949E-09
  3.8464E+02  0.0000E+00     3.6289E-04  3.6289E-04 -2.7913E-09
  3.8472E+02  0.0000E+00     3.5488E-04  3.5488E-04  6.5438E-10
  3.8480E+02  0.0000E+00     3.4703E-04  3.4703E-04  3.8212E-09
  3.8488E+02  0.0000E+00     3.3940E-04  3.3940E-04 -4.8886E-09
  3.8496E+02  0.0000E+00     3.3198E-04  3.3198E-04 -1.5484E-09
  3.8504E+02  0.0000E+00     3.2472E-04  3.2472E-04  1.5824E-09
  3.8512E+02  0.0000E+00     3.1762E-04  3.1762E-04  4.4383E-09
  3.8520E+02  0.0000E+00     3.1074E-04  3.1074E-04 -3.4632E-09
  3.8528E+02  0.0000E+00     3.0402E-04  3.0402E-04 -3.7274E-10
  3.8536E+02  0.0000E+00     2.9745E-04  2.9745E-04  2.3061E-09
  3.8544E+02  0.0000E+00     2.9101E-04  2.9101E-04  5.0065E-09
  3.8552E+02  0.0000E+00     2.8481E-04  2.8481E-04 -2.1236E-09
  3.8560E+02  0.0000E+00     2.7872E-04  2.7872E-04  4.4657E-10
  3.8568E+02  0.0000E+00     2.7276E-04  2.7276E-04  3.0974E-09
  3.8576E+02  0.0000E+00     2.6697E-04  2.6697E-04 -3.6563E-09
  3.8584E+02  0.0000E+00     2.6134E-04  2.6134E-04 -1.1797E-09
  3.8592E+02  0.0000E+00     2.5583E-04  2.5583E-04  1.2645E-09
  3.8600E+02  0.0000E+00     2.5044E-04  2.5044E-04  3.2833E-09
  3.8608E+02  0.0000E+00     2.4522E-04  2.4522E-04 -2.5843E-09
  3.8616E+02  0.0000E+00     2.4012E-04  2.4012E-04 -3.1608E-10
  3.8624E+02  0.0000E+00     2.3513E-04  2.3513E-04  1.7800E-09
  3.8632E+02  0.0000E+00     2.3025E-04  2.3025E-04  3.8297E-09
  3.8640E+02  0.0000E+00     2.2554E-04  2.2554E-04 -1.6413E-09
  3.8648E+02  0.0000E+00     2.2093E-04  2.2093E-04  3.7380E-10
  3.8656E+02  0.0000E+00     2.1641E-04  2.1641E-04  2.2397E-09
  3.8664E+02  0.0000E+00     2.1202E-04  2.1202E-04 -2.7943E-09
  3.8672E+02  0.0000E+00     2.0775E-04  2.0775E-04 -8.4605E-10
  3.8680E+02  0.0000E+00     2.0357E-04  2.0357E-04  8.9045E-10
  3.8688E+02  0.0000E+00     1.9948E-04  1.9948E-04  2.7332E-09
  3.8696E+02  0.0000E+00     1.9552E-04  1.9552E-04 -1.9241E-09
  3.8704E+02  0.0000E+00     1.9166E-04  1.9166E-04 -2.5507E-10
  3.8712E+02  0.0000E+00     1.8788E-04  1.8788E-04  1.4459E-09
  3.8720E+02  0.0000E+00     1.8419E-04  1.8419E-04 -2.9239E-09
  3.8728E+02  0.0000E+00     1.8061E-04  1.8061E-04 -1.2840E-09
  3.8736E+02  0.0000E+00     1.7712E-04  1.7712E-04  2.9114E-10
  3.8744E+02  0.0000E+00     1.7370E-04  1.7370E-04  1.7232E-09
  3.8752E+02  0.0000E+00     1.7038E-04  1.7038E-04 -2.1022E-09
  3.8760E+02  0.0000E+00     1.6715E-04  1.6715E-04 -6.4784E-10
  3.8768E+02  0.0000E+00     1.6399E-04  1.6399E-04  7.2927E-10
  3.8776E+02  0.0000E+00     1.6090E-04  1.6090E-04  2.0283E-09
  3.8784E+02  0.0000E+00     1.5791E-04  1.5791E-04 -1.4870E-09
  3.8792E+02  0.0000E+00     1.5499E-04  1.5499E-04 -1.6386E-10
  3.8800E+02  0.0000E+00     1.5214E-04  1.5214E-04  1.0752E-09
  3.8808E+02  0.0000E+00     1.4935E-04  1.4935E-04 -2.2187E-09
  3.8816E+02  0.0000E+00     1.4666E-04  1.4666E-04 -9.4738E-10
  3.8824E+02  0.0000E+00     1.4402E-04  1.4402E-04  2.4205E-10
  3.8832E+02  0.0000E+00     1.4144E-04  1.4144E-04  1.3699E-09
  3.8840E+02  0.0000E+00     1.3894E-04  1.3894E-04 -1.6098E-09
  3.8848E+02  0.0000E+00     1.3651E-04  1.3651E-04 -5.1422E-10
  3.8856E+02  0.0000E+00     1.3413E-04  1.3413E-04  5.6846E-10
  3.8864E+02  0.0000E+00     1.3180E-04  1.3180E-04  1.5555E-09
  3.8872E+02  0.0000E+00     1.2955E-04  1.2955E-04 -1.1294E-09
  3.8880E+02  0.0000E+00     1.2736E-04  1.2736E-04 -1.1971E-10
  3.8888E+02  0.0000E+00     1.2521E-04  1.2521E-04  8.2310E-10
  3.8896E+02  0.0000E+00     1.2312E-04  1.2312E-04 -1.6758E-09
  3.8904E+02  0.0000E+00     1.2109E-04  1.2109E-04 -7.1169E-10
  3.8912E+02  0.0000E+00     1.1911E-04  1.1911E-04  1.9534E-10
  3.8920E+02  0.0000E+00     1.1718E-04  1.1718E-04  1.0598E-09
  3.8928E+02  0.0000E+00     1.1530E-04  1.1530E-04 -1.2308E-09
  3.8936E+02  0.0000E+00     1.1347E-04  1.1347E-04 -3.8565E-10
  3.8944E+02  0.0000E+00     1.1169E-04  1.1169E-04  4.3152E-10
  3.8952E+02  0.0000E+00     1.0994E-04  1.0994E-04  1.1502E-09
  3.8960E+02  0.0000E+00     1.0826E-04  1.0826E-04 -8.4777E-10
  3.8968E+02  0.0000E+00     1.0661E-04  1.0661E-04 -5.8395E-11
  3.8976E+02  0.0000E+00     1.0500E-04  1.0500E-04  6.0601E-10
  3.8984E+02  0.0000E+00     1.0343E-04  1.0343E-04 -1.2483E-09
  3.8992E+02  0.0000E+00     1.0191E-04  1.0191E-04 -5.2320E-10
  3.9000E+02  0.0000E+00     1.0043E-04  1.0043E-04  1.3232E-10
  3.5000E+02  5.0000E-01     3.1873E-04  3.1823E-04 -1.7913E-05
  3.5008E+02  5.0000E-01     3.2453E-04  3.2401E-04 -1.8328E-05
  3.5016E+02  5.0000E-01     3.3046E-04  3.2993E-04 -1.8753E-05
  3.5024E+02  5.0000E-01     3.3652E-04  3.3597E-04 -1.9195E-05
  3.5032E+02  5.0000E-01     3.4273E-04  3.4217E-04 -1.9657E-05
  3.5040E+02  5.0000E-01     3.4910E-04  3.4852E-04 -2.0119E-05
  3.5048E+02  5.0000E-01     3.5560E-04  3.5501E-04 -2.0591E-05
  3.5056E+02  5.0000E-01     3.6227E-04  3.6165E-04 -2.1092E-05
  3.5064E+02  5.0000E-01     3.6910E-04  3.6847E-04 -2.1600E-05
  3.5072E+02  5.0000E-01     3.7609E-04  3.7544E-04 -2.2115E-05
  3.5080E+02  5.0000E-01     3.8324E-04  3.8257E-04 -2.2642E-05
  3.5088E+02  5.0000E-01     3.9057E-04  3.8988E-04 -2.3208E-05
  3.5096E+02  5.0000E-01     3.9809E-04  3.9738E-04 -2.3768E-05
  3.5104E+02  5.0000E-01     4.0578E-04  4.0505E-04 -2.4342E-05
  3.5112E+02  5.0000E-01     4.1365E-04  4.1290E-04 -2.4939E-05
  3.5120E+02  5.0000E-01     4.2173E-04  4.2095E-04 -2.5563E-05
  3.5128E+02  5.0000E-01     4.3001E-04  4.2921E-04 -2.6187E-05
  3.5136E+02  5.0000E-01     4.3848E-04  4.3766E-04 -2.6827E-05
  3.5144E+02  5.0000E-01     4.4716E-04  4.4631E-04 -2.7506E-05
  3.5152E+02  5.0000E-01     4.5607E-04  4.5520E-04 -2.8193E-05
  3.5160E+02  5.0000E-01     4.6520E-04  4.6430E-04 -2.8890E-05
  3.5168E+02  5.0000E-01     4.7454E-04  4.7361E-04 -2.9604E-05
  3.5176E+02  5.0000E-01     4.8414E-04  4.8318E-04 -3.0373E-05
  3.5184E+02  5.0000E-01     4.9398E-04  4.9300E-04 -3.1133E-05
  3.5192E+02  5.0000E-01     5.0406E-04  5.0305E-04 -3.1915E-05
  3.5200E+02  5.0000E-01     5.1439E-04  5.1335E-04 -3.2726E-05
  3.5208E+02  5.0000E-01     5.2499E-04  5.2392E-04 -3.3567E-05
  3.5216E+02  5.0000E-01     5.3588E-04  5.3477E-04 -3.4420E-05
  3.5224E+02  5.0000E-01     5.4701E-04  5.4587E-04 -3.5289E-05
  3.5232E+02  5.0000E-01     5.5844E-04  5.5726E-04 -3.6212E-05
  3.5240E+02  5.0000E-01     5.7018E-04  5.6897E-04 -3.7151E-05
  3.5248E+02  5.0000E-01     5.8220E-04  5.8096E-04 -3.8101E-05
  3.5256E+02  5.0000E-01     5.9452E-04  5.9324E-04 -3.9074E-05
  3.5264E+02  5.0000E-01     6.0720E-04  6.0587E-04 -4.0121E-05
  3.5272E+02  5.0000E-01     6.2021E-04  6.1884E-04 -4.1158E-05
  3.5280E+02  5.0000E-01     6.3353E-04  6.3213E-04 -4.2220E-05
  3.5288E+02  5.0000E-01     6.4721E-04  6.4575E-04 -4.3328E-05
  3.5296E+02  5.0000E-01     6.6126E-04  6.5976E-04 -4.4489E-05
  3.5304E+02  5.0000E-01     6.7568E-04  6.7413E-04 -4.5647E-05
  3.5312E+02  5.0000E-01     6.9045E-04  6.8886E-04 -4.6837E-05
  3.5320E+02  5.0000E-01     7.0562E-04  7.0398E-04 -4.8093E-05
  3.5328E+02  5.0000E-01     7.2123E-04  7.1954E-04 -4.9373E-05
  3.5336E+02  5.0000E-01     7.3723E-04  7.3549E-04 -5.0676E-05
  3.5344E+02  5.0000E-01     7.5362E-04  7.5183E-04 -5.2000E-05
  3.5352E+02  5.0000E-01     7.7050E-04  7.6864E-04 -5.3438E-05
  3.5360E+02  5.0000E-01     7.8784E-04  7.8593E-04 -5.4862E-05
  3.5368E+02  5.0000E-01     8.0560E-04  8.0363E-04 -5.6314E-05
  3.5376E+02  5.0000E-01     8.2384E-04  8.2181E-04 -5.7830E-05
  3.5384E+02  5.0000E-01     8.4261E-04  8.4051E-04 -5.9413E-05
  3.5392E+02  5.0000E-01     8.6187E-04  8.5971E-04 -6.1002E-05
  3.5400E+02  5.0000E-01     8.8162E-04  8.7940E-04 -6.2627E-05
  3.5408E+02  5.0000E-01     9.0191E-04  8.9962E-04 -6.4356E-05
  3.5416E+02  5.0000E-01     9.2280E-04  9.2043E-04 -6.6107E-05
  3.5424E+02  5.0000E-01     9.4423E-04  9.4179E-04 -6.7886E-05
  3.5432E+02  5.0000E-01     9.6621E-04  9.6369E-04 -6.9711E-05
  3.5440E+02  5.0000E-01     9.8882E-04  9.8622E-04 -7.1665E-05
  3.5448E+02  5.0000E-01     1.0121E-03  1.0094E-03 -7.3608E-05
  3.5456E+02  5.0000E-01     1.0359E-03  1.0332E-03 -7.5601E-05
  3.5464E+02  5.0000E-01     1.0604E-03  1.0576E-03 -7.7677E-05
  3.5472E+02  5.0000E-01     1.0857E-03  1.0827E-03 -7.9843E-05
  3.5480E+02  5.0000E-01     1.1115E-03  1.1085E-03 -8.2017E-05
  3.5488E+02  5.0000E-01     1.1381E-03  1.1350E-03 -8.4242E-05
  3.5496E+02  5.0000E-01     1.1654E-03  1.1622E-03 -8.6607E-05
  3.5504E+02  5.0000E-01     1.1935E-03  1.1902E-03 -8.8997E-05
  3.5512E+02  5.0000E-01     1.2224E-03  1.2190E-03 -9.1428E-05
  3.5520E+02  5.0000E-01     1.2520E-03  1.2485E-03 -9.3917E-05
  3.5528E+02  5.0000E-01     1.2825E-03  1.2788E-03 -9.6592E-05
  3.5536E+02  5.0000E-01     1.3138E-03  1.3101E-03 -9.9251E-05
  3.5544E+02  5.0000E-01     1.3460E-03  1.3421E-03 -1.0196E-04
  3.5552E+02  5.0000E-01     1.3790E-03  1.3750E-03 -1.0479E-04
  3.5560E+02  5.0000E-01     1.4131E-03  1.4089E-03 -1.0775E-04
  3.5568E+02  5.0000E-01     1.4480E-03  1.4438E-03 -1.1072E-04
  3.5576E+02  5.0000E-01     1.4839E-03  1.4795E-03 -1.1375E-04
  3.5584E+02  5.0000E-01     1.5208E-03  1.5163E-03 -1.1697E-04
  3.5592E+02  5.0000E-01     1.5588E-03  1.5541E-03 -1.2023E-04
  3.5600E+02  5.0000E-01     1.5978E-03  1.5930E-03 -1.2353E-04
  3.5608E+02  5.0000E-01     1.6378E-03  1.6328E-03 -1.2692E-04
  3.5616E+02  5.0000E-01     1.6790E-03  1.6739E-03 -1.3056E-04
  3.5624E+02  5.0000E-01     1.7214E-03  1.7161E-03 -1.3415E-04
  3.5632E+02  5.0000E-01     1.7649E-03  1.7595E-03 -1.3785E-04
  3.5640E+02  5.0000E-01     1.8095E-03  1.8040E-03 -1.4169E-04
  3.5648E+02  5.0000E-01     1.8555E-03  1.8498E-03 -1.4571E-04
  3.5656E+02  5.0000E-01     1.9028E-03  1.8969E-03 -1.4972E-04
  3.5664E+02  5.0000E-01     1.9513E-03  1.9452E-03 -1.5383E-04
  3.5672E+02  5.0000E-01     2.0012E-03  1.9950E-03 -1.5817E-04
  3.5680E+02  5.0000E-01     2.0526E-03  2.0461E-03 -1.6256E-04
  3.5688E+02  5.0000E-01     2.1053E-03  2.0987E-03 -1.6705E-04
  3.5696E+02  5.0000E-01     2.1594E-03  2.1526E-03 -1.7160E-04
  3.5704E+02  5.0000E-01     2.2152E-03  2.2081E-03 -1.7652E-04
  3.5712E+02  5.0000E-01     2.2725E-03  2.2652E-03 -1.8140E-04
  3.5720E+02  5.0000E-01     2.3313E-03  2.3238E-03 -1.8634E-04
  3.5728E+02  5.0000E-01     2.3917E-03  2.3840E-03 -1.9151E-04
  3.5736E+02  5.0000E-01     2.4539E-03  2.4460E-03 -1.9689E-04
  3.5744E+02  5.0000E-01     2.5178E-03  2.5096E-03 -2.0228E-04
  3.5752E+02  5.0000E-01     2.5833E-03  2.5749E-03 -2.0780E-04
  3.5760E+02  5.0000E-01     2.6507E-03  2.6421E-03 -2.1365E-04
  3.5768E+02  5.0000E-01     2.7201E-03  2.7112E-03 -2.1954E-04
  3.5776E+02  5.0000E-01     2.7913E-03  2.7821E-03 -2.2554E-04
  3.5784E+02  5.0000E-01     2.8643E-03  2.8549E-03 -2.3164E-04
  3.5792E+02  5.0000E-01     2.9395E-03  2.9298E-03 -2.3819E-04
  3.5800E+02  5.0000E-01     3.0168E-03  3.0069E-03 -2.4466E-04
  3.5808E+02  5.0000E-01     3.0962E-03  3.0860E-03 -2.5129E-04
  3.5816E+02  5.0000E-01     3.1777E-03  3.1672E-03 -2.5818E-04
  3.5824E+02  5.0000E-01     3.2615E-03  3.2507E-03 -2.6534E-04
  3.5832E+02  5.0000E-01     3.3476E-03  3.3365E-03 -2.7251E-04
  3.5840E+02  5.0000E-01     3.4358E-03  3.4244E-03 -2.7980E-04
  3.5848E+02  5.0000E-01     3.5266E-03  3.5149E-03 -2.8754E-04
  3.5856E+02  5.0000E-01     3.6200E-03  3.6079E-03 -2.9536E-04
  3.5864E+02  5.0000E-01     3.7158E-03  3.7034E-03 -3.0326E-04
  3.5872E+02  5.0000E-01     3.8140E-03  3.8013E-03 -3.1134E-04
  3.5880E+02  5.0000E-01     3.9151E-03  3.9020E-03 -3.1999E-04
  3.5888E+02  5.0000E-01     4.0189E-03  4.0055E-03 -3.2853E-04
  3.5896E+02  5.0000E-01     4.1254E-03  4.1116E-03 -3.3723E-04
  3.5904E+02  5.0000E-01     4.2347E-03  4.2205E-03 -3.4629E-04
  3.5912E+02  5.0000E-01     4.3471E-03  4.3325E-03 -3.5570E-04
  3.5920E+02  5.0000E-01     4.4625E-03  4.4476E-03 -3.6507E-04
  3.5928E+02  5.0000E-01     4.5808E-03  4.5654E-03 -3.7462E-04
  3.5936E+02  5.0000E-01     4.7022E-03  4.6865E-03 -3.8474E-04
  3.5944E+02  5.0000E-01     4.8272E-03  4.8110E-03 -3.9492E-04
  3.5952E+02  5.0000E-01     4.9552E-03  4.9386E-03 -4.0522E-04
  3.5960E+02  5.0000E-01     5.0864E-03  5.0694E-03 -4.1572E-04
  3.5968E+02  5.0000E-01     5.2214E-03  5.2039E-03 -4.2695E-04
  3.5976E+02  5.0000E-01     5.3599E-03  5.3420E-03 -4.3798E-04
  3.5984E+02  5.0000E-01     5.5019E-03  5.4835E-03 -4.4925E-04
  3.5992E+02  5.0000E-01     5.6474E-03  5.6286E-03 -4.6096E-04
  3.6000E+02  5.0000E-01     5.7970E-03  5.7777E-03 -4.7301E-04
  3.6008E+02  5.0000E-01     5.9505E-03  5.9307E-03 -4.8512E-04
  3.6016E+02  5.0000E-01     6.1076E-03  6.0873E-03 -4.9736E-04
  3.6024E+02  5.0000E-01     6.2688E-03  6.2480E-03 -5.1027E-04
  3.6032E+02  5.0000E-01     6.4345E-03  6.4132E-03 -5.2330E-04
  3.6040E+02  5.0000E-01     6.6040E-03  6.5822E-03 -5.3635E-04
  3.6048E+02  5.0000E-01     6.7776E-03  6.7553E-03 -5.4968E-04
  3.6056E+02  5.0000E-01     6.9560E-03  6.9331E-03 -5.6391E-04
  3.6064E+02  5.0000E-01     7.1388E-03  7.1154E-03 -5.7785E-04
  3.6072E+02  5.0000E-01     7.3260E-03  7.3020E-03 -5.9199E-04
  3.6080E+02  5.0000E-01     7.5177E-03  7.4932E-03 -6.0658E-04
  3.6088E+02  5.0000E-01     7.7146E-03  7.6895E-03 -6.2161E-04
  3.6096E+02  5.0000E-01     7.9161E-03  7.8905E-03 -6.3654E-04
  3.6104E+02  5.0000E-01     8.1223E-03  8.0961E-03 -6.5178E-04
  3.6112E+02  5.0000E-01     8.3335E-03  8.3067E-03 -6.6775E-04
  3.6120E+02  5.0000E-01     8.5501E-03  8.5227E-03 -6.8370E-04
  3.6128E+02  5.0000E-01     8.7716E-03  8.7437E-03 -6.9969E-04
  3.6136E+02  5.0000E-01     8.9981E-03  8.9695E-03 -7.1590E-04
  3.6144E+02  5.0000E-01     9.2302E-03  9.2010E-03 -7.3292E-04
  3.6152E+02  5.0000E-01     9.4679E-03  9.4382E-03 -7.4961E-04
  3.6160E+02  5.0000E-01     9.7105E-03  9.6802E-03 -7.6650E-04
  3.6168E+02  5.0000E-01     9.9587E-03  9.9278E-03 -7.8383E-04
  3.6176E+02  5.0000E-01     1.0213E-02  1.0181E-02 -8.0164E-04
  3.6184E+02  5.0000E-01     1.0472E-02  1.0440E-02 -8.1909E-04
  3.6192E+02  5.0000E-01     1.0737E-02  1.0705E-02 -8.3670E-04
  3.6200E+02  5.0000E-01     1.1008E-02  1.0975E-02 -8.5503E-04
  3.6208E+02  5.0000E-01     1.1286E-02  1.1252E-02 -8.7324E-04
  3.6216E+02  5.0000E-01     1.1568E-02  1.1534E-02 -8.9123E-04
  3.6224E+02  5.0000E-01     1.1857E-02  1.1822E-02 -9.0937E-04
  3.6232E+02  5.0000E-01     1.2151E-02  1.2116E-02 -9.2840E-04
  3.6240E+02  5.0000E-01     1.2452E-02  1.2416E-02 -9.4660E-04
