      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
   1.12500      1.500000E-02  1.509850E-01  8.810277E-03  1.512419E-01  6.333236E-01
   1.14000      1.500000E-02  1.343364E-01  7.838405E-03  1.345648E-01  5.638163E-01
   1.15500      1.500000E-02  1.193027E-01  6.993873E-03  1.195075E-01  5.006483E-01
   1.17000      1.500000E-02  1.059272E-01  6.227513E-03  1.061101E-01  4.444521E-01
   1.18500      1.500000E-02  9.402852E-02  5.534287E-03  9.419125E-02  3.944662E-01
   1.20000      1.500000E-02  8.358227E-02  4.911962E-03  8.372648E-02  3.508537E-01
   1.21500      1.500000E-02  7.416052E-02  4.374951E-03  7.428946E-02  3.112493E-01
   1.23000      1.500000E-02  6.579487E-02  3.889245E-03  6.590972E-02  2.760901E-01
   1.24500      1.500000E-02  5.836543E-02  3.451287E-03  5.846738E-02  2.448713E-01
   1.26000      1.500000E-02  5.185497E-02  3.059170E-03  5.194513E-02  2.176905E-01
   1.27500      1.500000E-02  4.598672E-02  2.722105E-03  4.606721E-02  1.930176E-01
   1.29000      1.500000E-02  4.078196E-02  2.417776E-03  4.085357E-02  1.711391E-01
   1.30500      1.500000E-02  3.616391E-02  2.143833E-03  3.622740E-02  1.517312E-01
   1.32000      1.500000E-02  3.212117E-02  1.898902E-03  3.217725E-02  1.348530E-01
   1.33500      1.500000E-02  2.847844E-02  1.688805E-03  2.852847E-02  1.195353E-01
   1.35000      1.500000E-02  2.524949E-02  1.499292E-03  2.529397E-02  1.059609E-01
   1.36500      1.500000E-02  2.238595E-02  1.328856E-03  2.242535E-02  9.392565E-02
   1.38000      1.500000E-02  1.988051E-02  1.176575E-03  1.991530E-02  8.346562E-02
   1.39500      1.500000E-02  1.762338E-02  1.046109E-03  1.765440E-02  7.397371E-02
   1.41000      1.500000E-02  1.562327E-02  9.284829E-04  1.565084E-02  6.556491E-02
   1.42500      1.500000E-02  1.384999E-02  8.227496E-04  1.387440E-02  5.811161E-02
   1.44000      1.500000E-02  1.229893E-02  7.283097E-04  1.232047E-02  5.163603E-02
   1.45500      1.500000E-02  1.090171E-02  6.474549E-04  1.092092E-02  4.576012E-02
   1.47000      1.500000E-02  9.663814E-03  5.745771E-04  9.680880E-03  4.055564E-02
   1.48500      1.500000E-02  8.566459E-03  5.090847E-04  8.581573E-03  3.594326E-02
   1.50000      1.500000E-02  7.606780E-03  4.505946E-04  7.620114E-03  3.193665E-02
   1.51500      1.500000E-02  6.742325E-03  4.005400E-04  6.754212E-03  2.830118E-02
   1.53000      1.500000E-02  5.976517E-03  3.554300E-04  5.987076E-03  2.508144E-02
   1.54500      1.500000E-02  5.297704E-03  3.148969E-04  5.307055E-03  2.222824E-02
   1.56000      1.500000E-02  4.704109E-03  2.786981E-04  4.712358E-03  1.975001E-02
   1.57500      1.500000E-02  4.169425E-03  2.477289E-04  4.176778E-03  1.750137E-02
   1.59000      1.500000E-02  3.695780E-03  2.198209E-04  3.702312E-03  1.550998E-02
   1.60500      1.500000E-02  3.275960E-03  1.947464E-04  3.281743E-03  1.374537E-02
   1.62000      1.500000E-02  2.908861E-03  1.723521E-04  2.913963E-03  1.221275E-02
   1.63500      1.500000E-02  2.578198E-03  1.531971E-04  2.582746E-03  1.082213E-02
   1.65000      1.500000E-02  2.285292E-03  1.359362E-04  2.289331E-03  9.590629E-03
   1.66500      1.500000E-02  2.025677E-03  1.204283E-04  2.029254E-03  8.499398E-03
   1.68000      1.500000E-02  1.798672E-03  1.065770E-04  1.801826E-03  7.551665E-03
   1.69500      1.500000E-02  1.594197E-03  9.473137E-05  1.597010E-03  6.691731E-03
   1.71000      1.500000E-02  1.413074E-03  8.405717E-05  1.415572E-03  5.930214E-03
   1.72500      1.500000E-02  1.252539E-03  7.446719E-05  1.254751E-03  5.255442E-03
   1.74000      1.500000E-02  1.112171E-03  6.590093E-05  1.114122E-03  4.669414E-03
   1.75500      1.500000E-02  9.857347E-04  5.857609E-05  9.874736E-04  4.137675E-03
   1.77000      1.500000E-02  8.737385E-04  5.197567E-05  8.752830E-04  3.666796E-03
   1.78500      1.500000E-02  7.744736E-04  4.604571E-05  7.758412E-04  3.249559E-03
   1.80000      1.500000E-02  6.876797E-04  4.074825E-05  6.888859E-04  2.887199E-03
   1.81500      1.500000E-02  6.094999E-04  3.621911E-05  6.105751E-04  2.558408E-03
   1.83000      1.500000E-02  5.402492E-04  3.213790E-05  5.412043E-04  2.267249E-03
   1.84500      1.500000E-02  4.788711E-04  2.847125E-05  4.797168E-04  2.009260E-03
   1.86000      1.500000E-02  4.252045E-04  2.519536E-05  4.259503E-04  1.785206E-03
   1.87500      1.500000E-02  3.768640E-04  2.239495E-05  3.775288E-04  1.581905E-03
   1.89000      1.500000E-02  3.340447E-04  1.987149E-05  3.346353E-04  1.401876E-03
   1.90500      1.500000E-02  2.960934E-04  1.760436E-05  2.966163E-04  1.242356E-03
   1.92000      1.500000E-02  2.629104E-04  1.557862E-05  2.633716E-04  1.103819E-03
   1.93500      1.500000E-02  2.330205E-04  1.384712E-05  2.334315E-04  9.781145E-04
   1.95000      1.500000E-02  2.065445E-04  1.228686E-05  2.069097E-04  8.667989E-04
   1.96500      1.500000E-02  1.830786E-04  1.088508E-05  1.834019E-04  7.681652E-04
   1.98000      1.500000E-02  1.625611E-04  9.632419E-06  1.628462E-04  6.825059E-04
   1.99500      1.500000E-02  1.440796E-04  8.561844E-06  1.443338E-04  6.047807E-04
   2.01000      1.500000E-02  1.277091E-04  7.597135E-06  1.279349E-04  5.359525E-04
   2.02500      1.500000E-02  1.131998E-04  6.730410E-06  1.133997E-04  4.749659E-04
   2.04000      1.500000E-02  1.005136E-04  5.955807E-06  1.006899E-04  4.220017E-04
   2.05500      1.500000E-02  8.908618E-05  5.293878E-06  8.924334E-05  3.739430E-04
   2.07000      1.500000E-02  7.896408E-05  4.697402E-06  7.910367E-05  3.313856E-04
   2.08500      1.500000E-02  6.999275E-05  4.161507E-06  7.011636E-05  2.936768E-04
   2.10000      1.500000E-02  6.214873E-05  3.682518E-06  6.225773E-05  2.609285E-04
   2.11500      1.500000E-02  5.508302E-05  3.273253E-06  5.518019E-05  2.312131E-04
   2.13000      1.500000E-02  4.882438E-05  2.904455E-06  4.891070E-05  2.048993E-04
   2.14500      1.500000E-02  4.327731E-05  2.573113E-06  4.335374E-05  1.815836E-04
   2.16000      1.500000E-02  3.842727E-05  2.276923E-06  3.849467E-05  1.613350E-04
   2.17500      1.500000E-02  3.405845E-05  2.023879E-06  3.411853E-05  1.429616E-04
   2.19000      1.500000E-02  3.018867E-05  1.795853E-06  3.024203E-05  1.266915E-04
   2.20500      1.500000E-02  2.675885E-05  1.590985E-06  2.680611E-05  1.122751E-04
   2.22000      1.500000E-02  2.376003E-05  1.407832E-06  2.380171E-05  9.975523E-05
   2.23500      1.500000E-02  2.105874E-05  1.251377E-06  2.109589E-05  8.839478E-05
   2.25000      1.500000E-02  1.866602E-05  1.110390E-06  1.869901E-05  7.833482E-05
   2.26500      1.500000E-02  1.654533E-05  9.837199E-07  1.657455E-05  6.942107E-05
   2.28000      1.500000E-02  1.469115E-05  8.704645E-07  1.471691E-05  6.167996E-05
   2.29500      1.500000E-02  1.302092E-05  7.737297E-07  1.304389E-05  5.465571E-05
   2.31000      1.500000E-02  1.154148E-05  6.865578E-07  1.156189E-05  4.843559E-05
   2.32500      1.500000E-02  1.023026E-05  6.082375E-07  1.024832E-05  4.292419E-05
   2.34000      1.500000E-02  9.083816E-06  5.382039E-07  9.099746E-06  3.813786E-05
   2.35500      1.500000E-02  8.051112E-06  4.783929E-07  8.065313E-06  3.379477E-05
   2.37000      1.500000E-02  7.136382E-06  4.244940E-07  7.148996E-06  2.994889E-05
   2.38500      1.500000E-02  6.325662E-06  3.760676E-07  6.336831E-06  2.654124E-05
   2.40000      1.500000E-02  5.616834E-06  3.327602E-07  5.626683E-06  2.358193E-05
   2.41500      1.500000E-02  4.978332E-06  2.957780E-07  4.987111E-06  2.089667E-05
   2.43000      1.500000E-02  4.412779E-06  2.624508E-07  4.420577E-06  1.851887E-05
   2.44500      1.500000E-02  3.911541E-06  2.325067E-07  3.918445E-06  1.641205E-05
   2.46000      1.500000E-02  3.473310E-06  2.057248E-07  3.479397E-06  1.458246E-05
   2.47500      1.500000E-02  3.078565E-06  1.828563E-07  3.083991E-06  1.292234E-05
   2.49000      1.500000E-02  2.728932E-06  1.622471E-07  2.733751E-06  1.145236E-05
   2.50500      1.500000E-02  2.419074E-06  1.437293E-07  2.423340E-06  1.014995E-05
   2.52000      1.500000E-02  2.148180E-06  1.271647E-07  2.151940E-06  9.018985E-06
   2.53500      1.500000E-02  1.904183E-06  1.130207E-07  1.907534E-06  7.992845E-06
   2.55000      1.500000E-02  1.688090E-06  1.002729E-07  1.691065E-06  7.084308E-06
   2.56500      1.500000E-02  1.496600E-06  8.881760E-08  1.499234E-06  6.279435E-06
   2.58000      1.500000E-02  1.329214E-06  7.856851E-08  1.331534E-06  5.580608E-06
   2.59500      1.500000E-02  1.178474E-06  6.981586E-08  1.180541E-06  4.946665E-06
   2.61000      1.500000E-02  1.045003E-06  6.192559E-08  1.046837E-06  4.385504E-06
   2.62500      1.500000E-02  9.267638E-07  5.483337E-08  9.283845E-07  3.888517E-06
   2.64000      1.500000E-02  8.234448E-07  4.848561E-08  8.248710E-07  3.457166E-06
   2.65500      1.500000E-02  7.304438E-07  4.306169E-08  7.317120E-07  3.066046E-06
   2.67000      1.500000E-02  6.481465E-07  3.816951E-08  6.492694E-07  2.720038E-06
   2.68500      1.500000E-02  5.752961E-07  3.376918E-08  5.762863E-07  2.413832E-06
   2.70000      1.500000E-02  5.116994E-07  2.982747E-08  5.125680E-07  2.148320E-06
   2.71500      1.500000E-02  4.545241E-07  2.645410E-08  4.552933E-07  1.907866E-06
   2.73000      1.500000E-02  4.040089E-07  2.340718E-08  4.046864E-07  1.695481E-06
   2.74500      1.500000E-02  3.593822E-07  2.066185E-08  3.599756E-07  1.507906E-06
   2.76000      1.500000E-02  3.205227E-07  1.819763E-08  3.210389E-07  1.345670E-06
   2.77500      1.500000E-02  2.857010E-07  1.607989E-08  2.861532E-07  1.199224E-06
   2.79000      1.500000E-02  2.550651E-07  1.416024E-08  2.554578E-07  1.070419E-06
   2.80500      1.500000E-02  2.281467E-07  1.242300E-08  2.284847E-07  9.572768E-07
   2.82000      1.500000E-02  2.048679E-07  1.085578E-08  2.051553E-07  8.600893E-07
   2.83500      1.500000E-02  1.841949E-07  9.494638E-09  1.844395E-07  7.731443E-07
   2.85000      1.500000E-02  1.662195E-07  8.249945E-09  1.664241E-07  6.975680E-07
   2.86500      1.500000E-02  1.506665E-07  7.111426E-09  1.508343E-07  6.321985E-07
   2.88000      1.500000E-02  1.374829E-07  6.072180E-09  1.376170E-07  5.771578E-07
   2.89500      1.500000E-02  1.260871E-07  5.146984E-09  1.261921E-07  5.292252E-07
   2.91000      1.500000E-02  1.165358E-07  4.283875E-09  1.166146E-07  4.890657E-07
   2.92500      1.500000E-02  1.086838E-07  3.475277E-09  1.087393E-07  4.560664E-07
   2.94000      1.500000E-02  1.024882E-07  2.720324E-09  1.025243E-07  4.302001E-07
   2.95500      1.500000E-02  9.781128E-08  2.014992E-09  9.783203E-08  4.106100E-07
   2.97000      1.500000E-02  9.439531E-08  1.331905E-09  9.440471E-08  3.962738E-07
   2.98500      1.500000E-02  9.239745E-08  6.659524E-10  9.239985E-08  3.879329E-07
   3.00000      1.500000E-02  9.170413E-08 -1.185755E-22  9.170413E-08  3.850057E-07
   0.00000      2.000000E-02  3.019376E+00  0.000000E+00  3.019376E+00  1.680858E+01
  1.500000E-02  2.000000E-02  3.019559E+00 -2.432278E-04  3.019559E+00  1.680959E+01
  3.000000E-02  2.000000E-02  3.020102E+00 -4.817087E-04  3.020102E+00  1.681260E+01
  4.500000E-02  2.000000E-02  3.021012E+00 -7.194470E-04  3.021012E+00  1.681767E+01
  6.000000E-02  2.000000E-02  3.022263E+00 -9.479644E-04  3.022263E+00  1.682464E+01
  7.500000E-02  2.000000E-02  3.023843E+00 -1.165407E-03  3.023843E+00  1.683338E+01
  9.000000E-02  2.000000E-02  3.025739E+00 -1.370835E-03  3.025739E+00  1.684386E+01
  0.105000      2.000000E-02  3.027929E+00 -1.562665E-03  3.027930E+00  1.685597E+01
  0.120000      2.000000E-02  3.030404E+00 -1.737204E-03  3.030405E+00  1.686974E+01
  0.135000      2.000000E-02  3.033107E+00 -1.885516E-03  3.033107E+00  1.688468E+01
  0.150000      2.000000E-02  3.036017E+00 -2.011175E-03  3.036017E+00  1.690074E+01
  0.165000      2.000000E-02  3.039093E+00 -2.112094E-03  3.039093E+00  1.691770E+01
  0.180000      2.000000E-02  3.042315E+00 -2.183807E-03  3.042315E+00  1.693564E+01
  0.195000      2.000000E-02  3.045586E+00 -2.210465E-03  3.045587E+00  1.695366E+01
  0.210000      2.000000E-02  3.048873E+00 -2.200500E-03  3.048874E+00  1.697174E+01
  0.225000      2.000000E-02  3.052111E+00 -2.151065E-03  3.052112E+00  1.698951E+01
  0.240000      2.000000E-02  3.055267E+00 -2.056313E-03  3.055268E+00  1.700708E+01
  0.255000      2.000000E-02  3.058189E+00 -1.891034E-03  3.058189E+00  1.702305E+01
  0.270000      2.000000E-02  3.060827E+00 -1.669767E-03  3.060828E+00  1.703741E+01
  0.285000      2.000000E-02  3.063083E+00 -1.388474E-03  3.063083E+00  1.704958E+01
  0.300000      2.000000E-02  3.064903E+00 -1.039062E-03  3.064903E+00  1.705972E+01
  0.315000      2.000000E-02  3.066061E+00 -5.831676E-04  3.066062E+00  1.706573E+01
  0.330000      2.000000E-02  3.066484E+00 -4.365532E-05  3.066484E+00  1.706758E+01
  0.345000      2.000000E-02  3.066021E+00  5.852523E-04  3.066021E+00  1.706444E+01
  0.360000      2.000000E-02  3.064595E+00  1.315003E-03  3.064596E+00  1.705651E+01
  0.375000      2.000000E-02  3.061871E+00  2.202346E-03  3.061872E+00  1.704070E+01
  0.390000      2.000000E-02  3.057740E+00  3.212377E-03  3.057742E+00  1.701698E+01
  0.405000      2.000000E-02  3.051984E+00  4.353019E-03  3.051987E+00  1.698412E+01
  0.420000      2.000000E-02  3.044489E+00  5.639832E-03  3.044495E+00  1.694240E+01
  0.435000      2.000000E-02  3.034772E+00  7.153485E-03  3.034780E+00  1.688739E+01
  0.450000      2.000000E-02  3.022679E+00  8.840805E-03  3.022692E+00  1.681906E+01
  0.465000      2.000000E-02  3.007905E+00  1.071103E-02  3.007924E+00  1.673571E+01
  0.480000      2.000000E-02  2.990286E+00  1.278168E-02  2.990313E+00  1.663763E+01
  0.495000      2.000000E-02  2.969170E+00  1.515772E-02  2.969209E+00  1.651889E+01
  0.510000      2.000000E-02  2.944366E+00  1.775775E-02  2.944419E+00  1.637954E+01
  0.525000      2.000000E-02  2.915487E+00  2.058718E-02  2.915559E+00  1.621747E+01
  0.540000      2.000000E-02  2.882306E+00  2.365356E-02  2.882403E+00  1.603277E+01
  0.555000      2.000000E-02  2.844097E+00  2.706628E-02  2.844226E+00  1.581879E+01
  0.570000      2.000000E-02  2.800671E+00  3.070400E-02  2.800840E+00  1.557588E+01
  0.585000      2.000000E-02  2.751661E+00  3.455424E-02  2.751878E+00  1.530207E+01
  0.600000      2.000000E-02  2.696807E+00  3.858389E-02  2.697083E+00  1.499673E+01
  0.615000      2.000000E-02  2.635656E+00  4.284385E-02  2.636005E+00  1.465567E+01
  0.630000      2.000000E-02  2.568155E+00  4.717994E-02  2.568588E+00  1.427973E+01
  0.645000      2.000000E-02  2.494215E+00  5.154300E-02  2.494747E+00  1.386855E+01
  0.660000      2.000000E-02  2.413690E+00  5.582393E-02  2.414335E+00  1.342030E+01
  0.675000      2.000000E-02  2.327039E+00  5.992380E-02  2.327811E+00  1.293909E+01
  0.690000      2.000000E-02  2.234516E+00  6.373733E-02  2.235425E+00  1.242595E+01
  0.705000      2.000000E-02  2.136647E+00  6.719108E-02  2.137703E+00  1.188382E+01
  0.720000      2.000000E-02  2.033654E+00  7.013300E-02  2.034863E+00  1.131050E+01
  0.735000      2.000000E-02  1.927263E+00  7.231398E-02  1.928619E+00  1.072157E+01
  0.750000      2.000000E-02  1.818022E+00  7.384051E-02  1.819521E+00  1.011724E+01
  0.765000      2.000000E-02  1.707041E+00  7.468455E-02  1.708674E+00  9.503413E+00
  0.780000      2.000000E-02  1.594944E+00  7.477879E-02  1.596696E+00  8.879413E+00
  0.795000      2.000000E-02  1.483957E+00  7.389120E-02  1.485796E+00  8.265465E+00
  0.810000      2.000000E-02  1.374593E+00  7.236262E-02  1.376496E+00  7.660181E+00
  0.825000      2.000000E-02  1.267908E+00  7.024373E-02  1.269852E+00  7.069236E+00
  0.840000      2.000000E-02  1.164526E+00  6.759943E-02  1.166486E+00  6.493749E+00
  0.855000      2.000000E-02  1.065871E+00  6.434645E-02  1.067812E+00  5.946800E+00
  0.870000      2.000000E-02  9.721268E-01  6.081620E-02  9.740272E-01  5.426435E+00
  0.885000      2.000000E-02  8.837516E-01  5.707571E-02  8.855928E-01  4.935244E+00
  0.900000      2.000000E-02  8.010262E-01  5.322483E-02  8.027925E-01  4.474746E+00
  0.915000      2.000000E-02  7.241612E-01  4.929281E-02  7.258369E-01  4.047004E+00
  0.930000      2.000000E-02  6.530793E-01  4.541590E-02  6.546565E-01  3.650951E+00
  0.945000      2.000000E-02  5.876932E-01  4.162820E-02  5.891657E-01  3.286231E+00
  0.960000      2.000000E-02  5.279783E-01  3.799169E-02  5.293434E-01  2.953823E+00
  0.975000      2.000000E-02  4.734189E-01  3.457007E-02  4.746794E-01  2.649119E+00
  0.990000      2.000000E-02  4.238606E-01  3.133919E-02  4.250175E-01  2.372107E+00
   1.00500      2.000000E-02  3.789846E-01  2.830439E-02  3.800401E-01  2.121098E+00
   1.02000      2.000000E-02  3.386392E-01  2.548942E-02  3.395972E-01  1.896512E+00
   1.03500      2.000000E-02  3.021355E-01  2.295276E-02  3.030061E-01  1.692107E+00
   1.05000      2.000000E-02  2.693366E-01  2.060970E-02  2.701240E-01  1.508369E+00
   1.06500      2.000000E-02  2.399132E-01  1.845391E-02  2.406219E-01  1.343493E+00
   1.08000      2.000000E-02  2.137053E-01  1.649004E-02  2.143405E-01  1.197604E+00
   1.09500      2.000000E-02  1.901216E-01  1.476146E-02  1.906938E-01  1.065323E+00
   1.11000      2.000000E-02  1.690639E-01  1.318319E-02  1.695771E-01  9.471984E-01
   1.12500      2.000000E-02  1.502737E-01  1.174704E-02  1.507321E-01  8.417914E-01
   1.14000      2.000000E-02  1.336250E-01  1.045121E-02  1.340331E-01  7.491151E-01
   1.15500      2.000000E-02  1.186879E-01  9.325165E-03  1.190536E-01  6.652495E-01
   1.17000      2.000000E-02  1.053973E-01  8.303351E-03  1.057239E-01  5.906363E-01
   1.18500      2.000000E-02  9.357277E-02  7.379050E-03  9.386327E-02  5.242636E-01
   1.20000      2.000000E-02  8.312652E-02  6.549282E-03  8.338412E-02  4.661137E-01
   1.21500      2.000000E-02  7.376926E-02  5.833268E-03  7.399953E-02  4.135470E-01
   1.23000      2.000000E-02  6.545945E-02  5.185660E-03  6.566453E-02  3.668753E-01
   1.24500      2.000000E-02  5.807821E-02  4.601716E-03  5.826023E-02  3.254292E-01
   1.26000      2.000000E-02  5.156775E-02  4.078893E-03  5.172882E-02  2.891882E-01
   1.27500      2.000000E-02  4.574102E-02  3.629473E-03  4.588479E-02  2.564450E-01
   1.29000      2.000000E-02  4.057194E-02  3.223701E-03  4.069981E-02  2.274060E-01
   1.30500      2.000000E-02  3.598450E-02  2.858444E-03  3.609785E-02  2.016424E-01
   1.32000      2.000000E-02  3.194176E-02  2.531869E-03  3.204195E-02  1.791382E-01
   1.33500      2.000000E-02  2.832526E-02  2.251741E-03  2.841462E-02  1.588119E-01
   1.35000      2.000000E-02  2.511876E-02  1.999056E-03  2.519818E-02  1.407961E-01
   1.36500      2.000000E-02  2.227441E-02  1.771808E-03  2.234477E-02  1.248203E-01
   1.38000      2.000000E-02  1.976898E-02  1.568767E-03  1.983113E-02  1.108736E-01
   1.39500      2.000000E-02  1.752824E-02  1.394812E-03  1.758365E-02  9.827858E-02
   1.41000      2.000000E-02  1.554215E-02  1.237977E-03  1.559138E-02  8.711884E-02
   1.42500      2.000000E-02  1.378082E-02  1.097000E-03  1.382442E-02  7.722549E-02
   1.44000      2.000000E-02  1.222977E-02  9.710796E-04  1.226826E-02  6.859138E-02
   1.45500      2.000000E-02  1.084275E-02  8.632732E-04  1.087706E-02  6.079470E-02
   1.47000      2.000000E-02  9.613563E-03  7.661027E-04  9.644040E-03  5.388771E-02
   1.48500      2.000000E-02  8.523632E-03  6.787796E-04  8.550617E-03  4.776541E-02
   1.50000      2.000000E-02  7.563953E-03  6.007928E-04  7.587775E-03  4.242327E-02
   1.51500      2.000000E-02  6.705828E-03  5.340534E-04  6.727060E-03  3.759946E-02
   1.53000      2.000000E-02  5.945416E-03  4.739066E-04  5.964274E-03  3.332651E-02
   1.54500      2.000000E-02  5.271204E-03  4.198626E-04  5.287899E-03  2.953930E-02
   1.56000      2.000000E-02  4.677609E-03  3.715975E-04  4.692346E-03  2.623501E-02
   1.57500      2.000000E-02  4.146845E-03  3.303052E-04  4.159979E-03  2.325136E-02
   1.59000      2.000000E-02  3.676542E-03  2.930946E-04  3.688206E-03  2.060858E-02
   1.60500      2.000000E-02  3.259569E-03  2.596618E-04  3.269895E-03  1.826633E-02
   1.62000      2.000000E-02  2.892470E-03  2.298028E-04  2.901585E-03  1.622284E-02
   1.63500      2.000000E-02  2.564233E-03  2.042628E-04  2.572356E-03  1.437768E-02
   1.65000      2.000000E-02  2.273394E-03  1.812483E-04  2.280608E-03  1.274335E-02
   1.66500      2.000000E-02  2.015541E-03  1.605710E-04  2.021927E-03  1.129492E-02
   1.68000      2.000000E-02  1.788536E-03  1.421027E-04  1.794172E-03  1.003127E-02
   1.69500      2.000000E-02  1.585562E-03  1.263085E-04  1.590585E-03  8.890262E-03
   1.71000      2.000000E-02  1.405717E-03  1.120762E-04  1.410178E-03  7.879651E-03
   1.72500      2.000000E-02  1.246272E-03  9.928958E-05  1.250221E-03  6.983998E-03
   1.74000      2.000000E-02  1.105904E-03  8.786790E-05  1.109389E-03  6.202627E-03
   1.75500      2.000000E-02  9.803955E-04  7.810145E-05  9.835015E-04  5.497086E-03
   1.77000      2.000000E-02  8.691899E-04  6.930089E-05  8.719482E-04  4.872181E-03
   1.78500      2.000000E-02  7.705987E-04  6.139428E-05  7.730405E-04  4.318365E-03
   1.80000      2.000000E-02  6.838047E-04  5.433100E-05  6.859598E-04  3.835219E-03
   1.81500      2.000000E-02  6.061988E-04  4.829215E-05  6.081193E-04  3.398959E-03
   1.83000      2.000000E-02  5.374370E-04  4.285053E-05  5.391426E-04  3.012563E-03
   1.84500      2.000000E-02  4.764754E-04  3.796167E-05  4.779853E-04  2.670123E-03
   1.86000      2.000000E-02  4.228088E-04  3.359382E-05  4.241413E-04  2.371383E-03
   1.87500      2.000000E-02  3.748231E-04  2.985993E-05  3.760106E-04  2.101633E-03
   1.89000      2.000000E-02  3.323061E-04  2.649532E-05  3.333607E-04  1.862715E-03
   1.90500      2.000000E-02  2.946122E-04  2.347248E-05  2.955458E-04  1.650978E-03
   1.92000      2.000000E-02  2.614293E-04  2.077149E-05  2.622532E-04  1.466262E-03
   1.93500      2.000000E-02  2.317587E-04  1.846283E-05  2.324929E-04  1.299470E-03
   1.95000      2.000000E-02  2.054696E-04  1.638248E-05  2.061217E-04  1.151743E-03
   1.96500      2.000000E-02  1.821629E-04  1.451344E-05  1.827401E-04  1.020822E-03
   1.98000      2.000000E-02  1.616454E-04  1.284323E-05  1.621548E-04  9.066096E-04
   1.99500      2.000000E-02  1.432995E-04  1.141579E-05  1.437535E-04  8.034793E-04
   2.01000      2.000000E-02  1.270446E-04  1.012951E-05  1.274478E-04  7.121371E-04
   2.02500      2.000000E-02  1.126337E-04  8.973881E-06  1.129906E-04  6.311869E-04
   2.04000      2.000000E-02  9.994744E-05  7.941075E-06  1.002624E-04  5.605680E-04
   2.05500      2.000000E-02  8.860391E-05  7.058503E-06  8.888462E-05  4.968009E-04
   2.07000      2.000000E-02  7.855323E-05  6.263202E-06  7.880252E-05  4.403228E-04
   2.08500      2.000000E-02  6.964276E-05  5.548675E-06  6.986345E-05  3.902702E-04
   2.10000      2.000000E-02  6.179873E-05  4.910024E-06  6.199348E-05  3.466058E-04
   2.11500      2.000000E-02  5.478486E-05  4.364338E-06  5.495842E-05  3.071777E-04
   2.13000      2.000000E-02  4.857038E-05  3.872607E-06  4.872453E-05  2.722565E-04
   2.14500      2.000000E-02  4.306093E-05  3.430817E-06  4.319738E-05  2.413084E-04
   2.16000      2.000000E-02  3.821089E-05  3.035897E-06  3.833131E-05  2.143103E-04
   2.17500      2.000000E-02  3.387412E-05  2.698505E-06  3.398143E-05  1.899314E-04
   2.19000      2.000000E-02  3.003163E-05  2.394471E-06  3.012694E-05  1.683392E-04
   2.20500      2.000000E-02  2.662508E-05  2.121313E-06  2.670945E-05  1.492037E-04
   2.22000      2.000000E-02  2.362626E-05  1.877109E-06  2.370071E-05  1.325105E-04
   2.23500      2.000000E-02  2.094478E-05  1.668502E-06  2.101113E-05  1.174368E-04
   2.25000      2.000000E-02  1.856893E-05  1.480520E-06  1.862786E-05  1.040862E-04
   2.26500      2.000000E-02  1.646263E-05  1.311627E-06  1.651480E-05  9.225450E-05
   2.28000      2.000000E-02  1.460845E-05  1.160619E-06  1.465448E-05  8.193303E-05
   2.29500      2.000000E-02  1.295046E-05  1.031640E-06  1.299149E-05  7.261282E-05
   2.31000      2.000000E-02  1.148146E-05  9.154105E-07  1.151790E-05  6.435804E-05
   2.32500      2.000000E-02  1.017913E-05  8.109834E-07  1.021138E-05  5.704250E-05
   2.34000      2.000000E-02  9.032685E-06  7.176052E-07  9.061146E-06  5.066073E-05
   2.35500      2.000000E-02  8.007554E-06  6.378572E-07  8.032919E-06  4.489804E-05
   2.37000      2.000000E-02  7.099275E-06  5.659920E-07  7.121801E-06  3.979415E-05
   2.38500      2.000000E-02  6.294050E-06  5.014234E-07  6.313992E-06  3.527101E-05
   2.40000      2.000000E-02  5.585222E-06  4.436802E-07  5.602817E-06  3.132526E-05
   2.41500      2.000000E-02  4.951401E-06  3.943706E-07  4.967082E-06  2.776229E-05
   2.43000      2.000000E-02  4.389836E-06  3.499344E-07  4.403762E-06  2.460669E-05
   2.44500      2.000000E-02  3.891996E-06  3.100089E-07  3.904323E-06  2.181020E-05
   2.46000      2.000000E-02  3.453764E-06  2.742998E-07  3.464639E-06  1.937075E-05
   2.47500      2.000000E-02  3.061913E-06  2.438084E-07  3.071605E-06  1.716800E-05
   2.49000      2.000000E-02  2.714746E-06  2.163295E-07  2.723351E-06  1.521716E-05
   2.50500      2.000000E-02  2.406987E-06  1.916390E-07  2.414604E-06  1.348841E-05
   2.52000      2.000000E-02  2.136093E-06  1.695529E-07  2.142812E-06  1.198046E-05
   2.53500      2.000000E-02  1.893885E-06  1.506942E-07  1.899871E-06  1.061891E-05
   2.55000      2.000000E-02  1.679315E-06  1.336973E-07  1.684629E-06  9.413180E-06
   2.56500      2.000000E-02  1.489123E-06  1.184235E-07  1.493824E-06  8.344831E-06
   2.58000      2.000000E-02  1.321737E-06  1.047580E-07  1.325882E-06  7.413062E-06
   2.59500      2.000000E-02  1.172102E-06  9.308781E-08  1.175793E-06  6.571904E-06
   2.61000      2.000000E-02  1.039572E-06  8.256745E-08  1.042846E-06  5.827182E-06
   2.62500      2.000000E-02  9.221331E-07  7.311116E-08  9.250269E-07  5.167504E-06
